UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,operational_hours,RUL,Vibration (mm/s),Pressure (Pa),Maintenance Required,Temp_Change,Vib_Change,Temperature_Mean,Vibration_Mean,Pressure_Mean,RPM_Mean
6429,L54354,L,300.2,310.2,1530,48.5,15,0,No Failure,1615,3291.62599,-1.456039983,-1.107556916,1,-0.516278247,-0.464775621,0.223044939,-0.486762769,-0.199428868,-0.059685404
6430,L54355,L,300.1,310.1,1569,43.5,17,0,No Failure,4686,305.5558471,-0.811339168,1.471701645,0,0.685347598,0.455422004,-0.064427368,0.095252435,-0.085302938,0.486701405
6431,L54356,L,300.1,310.1,1650,31.6,19,0,No Failure,3066,1930.294714,-1.093340948,0.606081418,1,-1.788317079,-0.199231291,-0.05608503,0.202883975,-0.331629718,1.05987641
6432,L54357,L,300.2,310.2,1415,49.6,21,0,No Failure,4858,73.58306277,0.344004417,-1.237872951,1,-0.511443848,1.015372272,-0.059485201,0.441540635,-0.488130576,0.499633637
6433,L54358,L,300.2,310.2,1600,31.5,23,0,No Failure,4801,197.222359,0.582901835,-0.729497538,1,2.20364767,0.168749092,0.1193381,0.62386074,-0.147582075,0.276552632
6434,L54359,L,300.2,310.1,1523,42.3,25,0,No Failure,1315,3590.987544,1.454036039,-0.536927264,1,-1.605870765,0.615382023,0.110870776,0.674789091,-0.285489254,0.133836213
6435,L54360,M,300.2,310.2,1628,30.3,27,0,No Failure,2632,2280.779269,-0.273181466,0.240067746,1,1.731380685,-1.220179374,0.489665011,0.640696581,-0.087706986,-0.007032745
6436,L54361,L,300.2,310.3,1331,52.1,30,0,No Failure,422,4508.098733,0.09994235,-0.176422876,1,-1.829839879,0.26357105,-0.11529234,0.832647474,-0.268781088,-0.009342072
6437,L54362,L,300.3,310.3,2158,16.8,32,0,No Failure,2810,2189.081391,1.255604942,0.464869554,1,0.132918371,0.816382266,0.12748331,1.127651284,-0.433809304,0.302417097
6438,L54363,L,300.2,310.3,1445,50.9,34,0,No Failure,4527,449.3528013,0.83754359,-1.41903343,0,1.541367439,-0.295348263,0.044096069,0.816940434,-0.625775129,0.653896693
6439,L54364,M,300.2,310.3,1593,36.1,36,0,No Failure,2746,2223.654544,1.283573489,0.451984075,0,-0.236471336,0.315074313,-0.534656145,0.772622182,-0.458178536,0.344908717
6440,L54365,L,300.3,310.4,1672,29.2,39,0,No Failure,1362,3639.742495,0.686572997,-0.665302765,0,-1.747273025,-0.421756777,-0.673008547,0.268402811,-0.575861405,-0.104948217
6441,L54366,M,300.4,310.5,1644,31.4,41,0,No Failure,543,4422.252466,1.574961399,-1.001563953,1,1.167837164,0.627570958,-0.686368071,0.135421577,-0.410630415,-0.561733132
6442,L54367,L,300.4,310.5,1402,54.3,44,0,No Failure,3776,1135.666772,-0.297949307,-0.494959575,1,-1.020429446,-1.323101859,-0.757920408,-0.022269573,-0.421647631,-0.99496291
6443,L54368,L,300.4,310.4,1286,56.8,46,0,No Failure,1258,3692.09867,0.615952332,-0.581050465,0,-0.210297542,0.64559435,-0.442381623,-0.218635615,-0.075286366,-0.934920404
6444,L54369,L,300.4,310.4,1486,46.3,48,0,No Failure,1737,3198.709,-1.237523367,-0.136430267,0,1.320830795,-1.309372329,0.15685531,-0.3409873,-0.016816479,-0.440262523
6445,L54370,L,300.3,310.3,1345,46.3,50,0,No Failure,1621,3305.951478,0.021666828,0.160852182,1,-1.305284475,0.889517581,0.370242309,0.181441901,-0.104494644,0.10381496
6446,L54371,L,300.3,310.3,1629,34.1,52,0,No Failure,4600,401.83639,0.786505648,-1.056650029,0,0.962060983,0.540291455,0.735964717,0.520209844,-0.067658241,0.026683432
6447,L54372,M,300.2,310.2,1429,43.8,54,0,No Failure,3464,1515.545223,-1.279779518,1.23684675,0,0.348367294,-1.459707959,0.75725402,0.563360941,0.391843116,0.143073522
6448,L54373,L,300.1,310.1,1306,64.7,57,0,No Failure,4901,60.30307725,0.004193909,-0.288701033,0,0.792890286,0.907025274,0.782039476,0.5374472,0.038046566,-0.1987069
6449,L54374,L,300.1,310.1,1380,52.6,59,0,No Failure,3184,1720.497423,1.37462264,-0.574821091,0,-0.043576974,0.968100155,0.77227326,0.457604553,-0.030156449,-0.525245763
6450,L54375,M,300.1,310.1,1443,49.3,61,0,No Failure,1224,3735.702477,1.715506543,0.345034197,0,-0.766609729,0.240795711,0.820401314,0.219284855,0.146362767,-0.534483072
6451,L54376,H,300.1,310.1,1426,42.7,64,0,No Failure,1261,3723.501412,1.002261129,1.240856755,1,-0.255892321,-0.503876026,0.423618222,-0.35291653,0.143856588,0.071484379
6452,L54377,L,300,310,1486,41.8,69,0,No Failure,2675,2291.279361,-1.409348222,-0.532135999,0,0.360730071,-1.70365636,0.746119356,-0.550084707,0.217958261,0.003128295
6453,L54378,M,300,309.9,1530,34.5,71,0,No Failure,1536,3426.512725,-0.395019325,-0.629716105,0,0.670711777,0.71653948,0.851672738,-0.057959375,0.2493922,0.279323825
6454,L54379,L,300,309.9,1507,41.4,74,0,No Failure,2739,2189.116233,0.18302415,0.307774986,1,0.161143529,0.408333059,0.2645047,0.22690502,0.373360203,0.347218044
6455,L54380,L,300,309.9,1608,33.4,76,0,No Failure,3018,1886.199761,-1.145500384,0.332503304,0,-2.339864431,-0.938529502,0.132715612,0.355325705,0.295098038,0.237755936
6456,L54381,L,300,309.8,1474,40.6,78,0,No Failure,2566,2440.796223,0.016420244,1.611365117,1,2.28757574,0.820803149,0.567614897,0.658136246,0.340175368,0.236832205
6457,L54382,L,300,309.7,1326,61.9,80,0,No Failure,3066,1930.294714,1.051278438,-0.374966304,1,-0.406421019,0.731042052,0.523530941,0.95124483,0.105157747,0.713477334
6458,L54383,M,299.8,309.6,1434,48,82,0,No Failure,3892,1103.197136,1.02930265,-0.009876089,1,-1.778827284,-0.01554035,0.284930244,0.74561684,0.520009072,0.430815688
6459,L54384,L,299.8,309.6,1526,41.7,85,0,No Failure,1129,3865.183946,0.825127575,-0.083535836,1,1.771413538,-0.144251939,0.580830781,0.338712666,0.357500485,0.116285326
6460,L54385,L,299.8,309.7,1483,39.6,87,0,No Failure,4761,200.384193,0.368552324,0.55788995,1,-0.335992076,-0.322555752,0.606491511,0.506648637,0.453608447,-0.060609135
6461,L54386,L,299.8,309.7,1457,51.9,89,0,No Failure,2077,2909.78629,1.481963165,0.436277017,0,0.593838369,0.786534234,0.482942103,0.662414985,0.480292815,-0.419478578
6462,L54387,M,299.7,309.6,1540,34.4,91,0,No Failure,986,3985.951812,0.023138488,1.699290317,1,-1.09425359,-1.030577823,0.220866487,0.531717212,0.228738073,-0.921064441
6463,L54388,L,299.8,309.7,1707,29.1,94,0,No Failure,2326,2599.455654,-1.005218219,-0.822419023,1,0.111227811,-0.726481043,0.073419416,0.641724911,-0.409075375,-0.37883442
6464,L54389,L,299.8,309.7,1624,34.2,96,0,No Failure,890,4062.869253,1.664807426,0.397003973,0,0.815815889,1.886178303,-0.046034019,1.084178483,-0.518607292,-0.188083995
6465,L54390,M,299.8,309.6,1331,50.2,98,0,No Failure,1535,3409.339828,1.147384067,0.691311789,1,-0.863615523,-0.365540864,-0.425752399,0.673047104,-0.859855674,0.096425113
6466,L54391,L,299.8,309.7,1431,40.3,101,0,No Failure,1973,3014.968504,0.828474299,-0.82149669,0,0.103994475,-0.225304312,-0.728416701,0.447550635,-1.053749846,0.440514862
6467,L54392,M,299.8,309.7,1705,28.5,103,0,No Failure,1585,3415.928917,0.573176984,-1.489776925,0,-0.688914455,-0.180366376,-0.689270891,0.625665026,-1.093962501,0.644197518
6468,L54393,M,299.8,309.8,1427,45.2,106,0,No Failure,2754,2214.145157,1.207049639,-1.370078609,0,0.210216382,0.447772634,-0.275959633,0.416493564,-1.118664133,0.544434585
6469,L54394,M,299.9,309.8,1625,41.2,109,0,No Failure,4918,11.83921872,-0.390849468,-1.309237936,1,-0.104509556,-1.12882459,0.027924353,0.467485794,-0.824797631,0.470536115
6470,L54395,L,299.9,309.8,1477,47.7,112,0,No Failure,3176,1826.708036,0.019901721,-0.278159073,1,-0.591143837,0.290152268,-0.00044252,0.640925176,-0.279771129,-0.009342072
6471,L54396,M,300,309.9,1651,28.1,114,0,No Failure,3572,1356.78807,1.719046253,-1.022559964,1,1.312672594,1.200315844,0.373045743,0.331891782,0.049409523,-0.314635125
6472,L54397,L,299.9,309.8,1716,28.2,117,0,No Failure,3462,1538.298145,-0.472680324,-1.613285085,1,0.634175683,-1.548323912,0.30907384,0.046082097,0.502320584,-0.445804908
6473,L54398,H,299.9,309.8,1400,48.7,119,0,No Failure,4663,262.4932836,1.462010787,0.099253903,1,-0.176730476,1.366713721,0.291045164,0.322551589,0.931465256,-0.411165
6474,L54399,M,299.8,309.7,1556,37.7,124,0,No Failure,2276,2699.663567,0.476347439,1.415894575,0,-1.279385105,-0.696321045,0.00308965,0.199320846,0.681752611,-0.455965948
6475,L54400,L,299.8,309.7,1429,42.6,127,0,No Failure,1562,3371.597498,-1.525265245,1.367744186,1,0.829860082,-1.414021184,-0.141974296,0.372372127,0.533877954,-0.275376563
6476,L54401,H,299.7,309.6,1433,49.6,129,0,No Failure,3718,1238.752334,0.289997826,1.241995343,0,-0.234234622,1.282345812,0.065938491,0.443610404,0.312301657,-0.076774426
6477,L54402,M,299.8,309.7,1320,61.7,134,0,No Failure,4845,116.8310435,0.909667136,0.532438275,0,0.796635981,0.437738923,0.190181934,0.084166036,0.174370017,0.27378144
6478,L54403,L,299.8,309.6,1374,51.6,137,0,No Failure,2396,2529.66773,0.845857076,-1.149309325,1,-1.131221435,-0.04509346,-0.248277057,0.112164886,0.392079083,0.131526886
6479,L54404,L,299.8,309.6,1598,31,139,0,No Failure,2995,1975.862438,1.341603841,0.67652129,1,-0.774104819,0.350195948,-0.350363201,-0.055085575,0.810448918,0.670985714
6480,L54405,M,299.8,309.7,1910,21.8,141,0,No Failure,3110,1849.559594,-1.16907386,0.2598627,1,2.078024596,-1.773641512,-0.100561441,-0.384895716,0.897960664,0.519955716
6481,L54406,L,299.7,309.6,1399,51.3,144,0,No Failure,4085,874.8802298,-1.507224014,0.552337145,0,-0.530098617,-0.238896356,-0.384409937,-0.297335765,0.508882303,0.52873116
6482,L54407,L,299.7,309.6,1720,27.1,146,0,No Failure,3196,1794.847781,1.049661389,1.620983606,0,-1.193141655,1.806252302,-0.619274406,-0.210111134,0.070962732,0.499171772
6483,L54408,H,299.8,309.7,1368,47.4,148,0,No Failure,1987,2990.652483,0.009604771,0.94253985,0,0.058229909,-0.734746246,-0.388671106,-0.213676243,-0.370670072,0.312578136
6484,L54409,L,299.8,309.8,1749,33.4,153,0,No Failure,2151,2816.637055,-0.307446866,1.114080019,1,0.470209482,-0.223991667,0.085745391,-0.111045342,-0.845329633,-0.226880692
6485,L54410,L,299.8,309.8,1542,39.4,155,0,No Failure,1119,3817.690271,-0.731274102,-1.685529106,1,0.190978647,-0.299421474,0.245849938,-0.281845297,-1.158670707,0.286251806
6486,L54411,L,299.8,309.9,1553,36.6,157,0,No Failure,2256,2673.381826,-1.07110086,-1.637260707,0,-0.356885717,-0.240080764,0.17202977,-0.314615716,-0.827838857,0.11998025
6487,L54412,M,299.9,309.9,1639,42.1,159,0,No Failure,4331,672.0161237,1.031835841,-0.587180418,0,0.45280353,1.485567957,0.538262004,-0.077478008,-0.481943551,-0.207944209
6488,L54413,L,299.9,310,1447,45.9,162,0,No Failure,2576,2352.827299,0.522759279,-1.430757952,0,0.920380164,-0.359644412,0.662645564,-0.60171164,-0.601135539,-0.059685404
6489,L54414,M,299.8,310,1397,48.1,164,0,No Failure,2430,2556.706642,-1.161446642,-0.452625354,1,-0.641232113,-1.189794571,0.456280017,-0.941052658,-0.567943837,0.429891957
6490,L54415,L,299.8,310,1361,53.8,167,0,No Failure,590,4337.736108,-0.895126198,-0.031369856,0,-0.63620485,0.188121623,0.377911878,-0.363457238,-0.824175564,0.168014255
6491,L54416,M,299.8,310,1460,37.1,169,0,No Failure,1864,3128.35789,0.11458768,0.092215824,0,1.199187936,0.713279278,0.183313931,0.068287348,-1.144102885,0.398023242
6492,L54417,M,299.8,310,1632,33.7,172,0,No Failure,3906,1092.71113,-1.58933232,-1.18314036,0,-0.402399961,-1.203721248,-0.001485346,0.322298434,-1.181507484,0.998910173
6493,L54418,L,299.8,310,1697,36,175,0,No Failure,4298,709.3006321,-1.173945811,-1.264799439,1,-0.249185023,0.29342681,-0.206978646,0.410179019,-1.187697625,0.955494822
6494,L54419,L,299.8,310.1,1553,42,177,0,No Failure,372,4587.093566,1.726530457,-1.733783988,1,-0.188619213,2.048976228,-0.236956554,0.759503981,-0.781368347,0.355531622
6495,L54420,M,299.9,310.1,1362,56.3,179,0,No Failure,171,4831.871804,1.263596733,-1.631006464,1,-1.047206222,-0.327047588,-0.508070214,0.126884421,-0.751769832,0.595239782
6496,L54421,M,299.9,310,1484,42.1,182,0,No Failure,1690,3251.730208,1.384643111,-0.094807168,0,1.23383711,0.085495229,-0.025644087,-0.083358754,-0.264153408,0.589697397
6497,L54422,H,299.9,310.1,1447,51.4,185,0,No Failure,4671,291.7666819,-1.149929396,-1.214091067,0,-0.475576304,-1.790521591,-0.081585894,-0.148900323,-0.259987392,0.029454625
6498,L54423,M,300,310.2,1393,51.2,190,0,No Failure,1369,3579.355838,0.572679001,0.766846952,1,0.371456693,1.216891492,0.217311174,0.008030483,0.040245235,-0.170071243
6499,L54424,L,300,310.2,1760,26.9,193,0,No Failure,1910,3072.917739,-1.436567341,-1.585791412,1,-1.041301729,-1.419413852,-0.019996372,-0.072289345,-0.293207216,0.240988994
6500,L54425,L,300,310.1,1477,34.6,195,0,No Failure,4278,684.8501521,0.212380856,0.807075654,0,1.617393263,1.164855497,0.542342625,0.043996528,-0.191119407,-0.245355309
6501,L54426,L,299.9,310.1,1681,29.1,197,0,No Failure,4658,347.5854544,1.056935264,-0.073977085,1,-0.669891057,0.596605178,0.398657431,0.089186234,-0.451404881,-0.683203742
6502,L54427,M,300,310.1,1314,53.5,199,0,No Failure,3244,1718.20332,-0.365275363,0.287072066,0,0.779172943,-1.00471245,0.097274068,0.156281929,-0.296931415,-0.358050475
6503,L54428,L,300,310.1,1762,28,202,0,No Failure,1995,3008.25798,0.171079859,-0.900415302,1,-1.524621739,0.378883101,-0.260025855,0.05585627,-0.660619677,-0.307245278
6504,L54429,L,299.9,310,1402,44.7,204,0,No Failure,1599,3358.626545,-0.855137975,-1.075352369,0,1.786336317,-0.724970072,0.275960863,-0.037315295,-0.65445717,-0.169609378
6505,L54430,M,300.1,310.2,1429,42,206,0,No Failure,1950,2957.713379,0.438329383,-0.494351714,1,-0.87918586,0.913732101,0.051617719,0.189946757,-0.411787356,-0.015808188
6506,L54431,M,300.2,310.3,1448,40.1,209,0,No Failure,3184,1720.497423,1.392413742,0.698390244,1,-1.227529112,0.673980749,-0.057833841,-0.054874592,-0.290594809,0.164781197
6507,L54432,H,300.2,310.4,1501,42.9,212,0,No Failure,4751,223.114665,-0.867403657,-1.531369243,1,0.581445842,-1.596425516,0.522457144,-0.04575205,-0.760453646,0.183255814
6508,L54433,L,300.3,310.5,1522,39.1,217,0,No Failure,4259,675.3303461,-0.294777968,-0.869602767,1,1.634137983,0.404505757,0.555317244,0.400436395,-0.714561086,0.580921954
6509,L54434,L,300.3,310.4,1493,37.5,219,0,No Failure,4676,249.4724223,0.281172284,0.137996701,0,-0.902273621,0.406854337,0.392602583,0.650733821,-0.80141343,0.380934221
6510,L54435,M,300.2,310.3,1704,29.4,221,0,No Failure,4156,775.7438989,-0.785777362,0.11161102,0,-0.472916594,-0.753744368,0.069942929,0.828092808,-1.023886233,0.38601474
6511,L54436,H,300.2,310.3,1408,42.5,0,0,No Failure,951,4011.303209,1.438026452,-1.650903944,1,1.211476319,1.570952475,0.26158455,0.807757641,-1.198778548,0.118132788
6512,L54437,L,300.2,310.4,1518,41.8,5,0,No Failure,3136,1851.165929,1.363538566,-1.301906442,1,-1.354329925,-0.052636628,-0.031496098,0.508833534,-0.981281028,0.114437865
6513,L54438,L,300.3,310.4,1742,25.9,7,0,No Failure,1194,3787.912714,0.956709163,-1.303864489,0,0.942564143,-0.287413644,0.012263501,0.311585328,-0.784606536,0.112590403
6514,L54439,M,300.4,310.5,1500,43,9,0,No Failure,579,4373.518716,1.167967219,-0.97436731,0,-1.467856698,0.149223735,-0.343878399,0.366881443,-0.801144857,0.170785448
6515,L54440,L,300.4,310.5,2424,14.5,12,0,No Failure,3202,1762.470187,-0.887453193,-0.762850555,0,1.345709233,-1.452032739,0.237231247,0.06379279,-0.699443767,0.003128295
6516,L54441,L,300.4,310.5,1818,25.1,14,0,No Failure,3367,1577.367636,-0.056594083,-0.563416346,1,-0.502554894,0.586930368,-0.158980692,0.322924344,-0.218408294,0.201730432
6517,L54442,M,300.4,310.6,1545,35.6,16,0,No Failure,1053,3893.804799,0.377297535,-0.318533982,0,-0.163225791,0.30649943,-0.357900221,0.259407224,-0.3491114,0.027145297
6518,L54443,L,300.4,310.6,1429,46.9,19,0,No Failure,343,4617.259679,1.233189739,-1.386556094,0,-0.471531505,0.604614571,-0.390519202,0.06359506,-0.414422464,-0.354817417
6519,L54444,M,300.4,310.6,1448,44.9,21,0,No Failure,4764,215.885354,-0.347476046,-0.465861861,0,1.846367761,-1.116650403,-0.459938669,-0.160753938,-0.180419953,-0.706758879
6520,L54445,L,300.4,310.6,1384,48.7,24,0,No Failure,2953,2000.427283,0.408204576,1.642326813,0,-2.110207285,0.533821802,-0.495951958,-0.109916133,-0.223953156,-0.598220502
6521,L54446,L,300.4,310.5,1578,32.8,26,0,No Failure,2180,2774.907415,-0.374179686,-1.216931878,0,0.195092748,-0.55271799,0.047557346,0.106995956,-0.522380187,-0.568199248
6522,L54447,L,300.5,310.5,1695,26.7,28,0,No Failure,242,4671.227892,-0.601763282,-0.645089298,0,0.424831219,-0.16078849,0.209692917,0.449814403,-0.606487432,-0.700292763
6523,L54448,L,300.5,310.6,1543,36.2,30,0,No Failure,2562,2442.58792,0.111444746,-0.216543541,0,-0.601662067,0.50381776,0.289129632,0.658973034,-0.596544662,-0.468436314
6524,L54449,M,300.4,310.5,1540,33.4,32,0,No Failure,2808,2173.069801,-0.093287019,-0.683527877,1,1.964495678,-0.144645203,0.241442626,0.511319571,-0.320955282,-0.134045739
6525,L54450,L,300.2,310.4,1808,25.8,35,0,No Failure,4656,326.3848122,1.49276502,0.150191662,0,-0.060951716,1.120423574,0.175157537,0.70696853,-0.42441025,-0.259211272
6526,L54451,M,300.3,310.4,1293,49.7,37,0,No Failure,4777,185.7998085,1.33991255,-1.637468104,1,-1.153486679,-0.107995957,0.085424538,0.182239201,-0.568980779,-0.261058734
6527,L54452,L,300.2,310.3,1202,59.5,40,0,No Failure,3526,1440.536782,0.444029871,-0.595375451,0,0.132398978,-0.632897018,0.054404165,0.209346803,-0.52552767,0.228980492
6528,L54453,M,300.2,310.3,1704,29.2,42,0,No Failure,2086,2878.753697,-0.626822568,1.161403361,0,-1.051185512,-0.75650143,0.043825372,-0.008692366,-0.346257408,0.08256915
6529,L54454,M,300.2,310.3,1478,38.1,45,0,No Failure,1023,3930.239166,0.884957777,-1.200802718,0,1.898730812,1.067955599,0.456431011,-0.01018414,-0.419166015,0.291794192
6530,L54455,L,300.2,310.3,1514,38.7,48,0,No Failure,1806,3144.727848,-1.130881626,-0.572660982,0,-0.143866104,-1.424071408,0.198207541,-0.508833173,-0.241216248,0.489010732
6531,L54456,M,300.1,310.3,1350,48.8,50,0,No Failure,118,4841.729779,1.475450562,-1.420202558,0,-0.945872382,1.841183143,-0.152242409,-0.332561512,0.17319679,0.49132006
6532,L54457,L,300.1,310.2,1475,54.2,53,0,No Failure,4956,45.06445734,-0.646165974,0.300975859,0,0.204682655,-1.498795866,-0.218425184,-0.481719425,0.313030955,0.259001746
6533,L54458,H,300,310.1,1714,28.7,55,0,No Failure,2255,2711.542484,-0.634281441,0.796860322,1,0.445241138,0.008379699,-0.19063652,-0.145840058,0.374941045,0.337980735
6534,L54459,L,300,310.1,1465,40.9,60,0,No Failure,1690,3251.730208,-1.608287386,-0.31105388,1,-0.473394633,-0.688085871,0.040904388,-0.306553331,0.129907548,0.069175052
6535,L54460,L,299.9,310.2,1288,69.6,62,1,Power Failure,3603,1323.126172,-0.249523318,1.499404206,0,-0.469989072,0.959859851,0.057723484,0.290713037,0.245178309,0.39109526
6536,L54461,L,300,310.2,1675,29.7,64,0,No Failure,4775,216.7669037,0.729660992,-0.721031733,0,0.059327589,0.691712184,-0.092455475,0.505759295,-0.38231771,0.061785205
6537,L54462,L,300,310.2,1486,36.4,66,0,No Failure,4751,223.114665,1.033230865,0.610526308,1,0.536975988,0.214435849,0.350503856,0.520406745,-0.38702076,0.115823461
6538,L54463,M,300,310.2,1443,58.7,68,0,No Failure,1614,3318.544158,-1.437847808,-0.428307162,1,1.165731464,-1.745667452,0.204504941,0.072804153,-0.694580324,0.350912967
6539,L54464,M,300.1,310.3,1345,57.1,71,0,No Failure,3288,1658.947466,1.378044453,0.265299925,1,-1.232674555,1.989223294,-0.45502282,0.106364046,-0.447553258,0.001280833
6540,L54465,M,300.2,310.4,1202,61.7,74,0,No Failure,4271,711.7624319,0.825707975,-1.638075889,1,-1.060512547,-0.390204644,-0.743535953,0.103911582,-0.312137062,-0.079083753
6541,L54466,M,300.1,310.4,1480,37.1,77,0,No Failure,2256,2716.957359,0.802898242,-0.744546984,1,2.156729759,-0.016129476,-0.663858961,-0.291209338,-0.14331959,0.535197276
6542,L54467,M,300.2,310.4,1530,35.7,80,0,No Failure,4848,61.77619081,-1.204782096,-0.927271508,1,-1.545645088,-1.418307575,-0.874239961,-0.363801819,0.224135626,0.414650397
6543,L54468,M,300.2,310.6,1983,20.8,83,0,No Failure,1571,3376.646697,-1.270048341,0.806828165,0,-0.650162963,-0.046122157,-0.83139876,-0.099319489,0.385967154,-0.155753415
6544,L54469,L,300.3,310.6,1433,53.8,86,0,No Failure,1315,3590.987544,1.365782128,0.942380909,0,0.079273936,1.862021702,-0.22522355,-0.093232726,0.274266788,0.420654648
6545,L54470,L,300.3,310.6,1806,24.4,88,0,No Failure,1664,3283.810493,-1.149896623,-0.79398853,1,0.241448194,-1.777174419,0.272847734,-0.385847781,-0.137690645,0.246069514
6546,L54471,L,300.2,310.5,1416,46.7,90,0,No Failure,4775,174.2964021,0.439935836,1.092729096,0,1.131052824,1.123094188,0.376264719,-0.422255206,-0.125320648,0.207272817
6547,L54472,M,300.1,310.4,1556,38.1,92,0,No Failure,3401,1602.856465,0.117629553,-0.118113868,1,-0.650223557,-0.227703722,0.619404571,-0.41816461,-0.37230839,0.146768445
6548,L54473,L,300.1,310.5,1627,29.2,95,0,No Failure,1240,3668.62725,-1.239614523,0.248326334,1,1.341847995,-0.958817934,0.8256225,-0.169883329,-0.067310722,0.468688653
6549,L54474,L,300.1,310.6,1809,24.3,97,0,No Failure,3833,1116.111495,-0.097293147,-1.117406259,1,-0.302993425,0.806957591,0.203982214,0.411143605,-0.167533062,0.359688411
